species,condition,reaction_id,reaction_name,reaction_equation,flux
B_subtilis,starch_aerobic,BIOMASS_BS_10,B subtilis biomass  demand,0.000367 10fthf_c + 0.266902 ala__L_c + 0.00467 amp_c + 0.193021 arg__L_c + 0.147987 asn__L_c + 0.148014 asp__L_c + 105.053483 atp_c + 0.003205 ca2_c + 5e-06 cdlp_BS_c + 0.000251 cdp_c + 0.001042 cmp_c + 0.038902 ctp_c + 0.05699 cys__L_c + 0.00011 d12dg_BS_c + 0.022982 datp_c + 0.01738 dctp_c + 0.017398 dgtp_c + 0.022899 dttp_c + 0.00345 fe3_c + 0.00018 gdp_c + 0.260335 gln__L_c + 0.260378 glu__L_c + 0.408288 gly_c + 0.000503 gmp_c + 0.003624 gtca1_45_BS_c + 0.002347 gtca2_45_BS_c + 0.001819 gtca3_45_BS_c + 0.062667 gtp_c + 105.0 h2o_c + 0.081739 his__L_c + 0.269905 ile__L_c + 0.706312 k_c + 0.346445 leu__L_c + 7e-06 lipo1_24_BS_c + 6e-06 lipo2_24_BS_c + 1.8e-05 lipo3_24_BS_c + 1.5e-05 lipo4_24_BS_c + 0.323093 lys__L_c + 2.2e-05 lysylpgly_BS_c + 8.6e-05 m12dg_BS_c + 0.113326 met__L_c + 0.101714 mg2_c + 0.000266 mql7_c + 0.016164 nad_c + 0.000934 nadp_c + 0.000216 nadph_c + 0.101817 peptido_BS_c + 0.000176 pgly_BS_c + 0.175939 phe__L_c + 0.000918 ppi_c + 0.160642 pro__L_c + 0.00056 psetha_BS_c + 0.216213 ser__L_c + 6.6e-05 t12dg_BS_c + 0.003112 tcam_BS_c + 0.186317 thr__L_c + 0.054336 trp__L_c + 0.110824 tyr__L_c + 0.041501 utp_c + 0.306734 val__L_c --> 104.997414 adp_c + 105.0 h_c + 104.985613 pi_c,0.879825828194113
B_subtilis,starch_aerobic,ACONT,Aconitate hydratase,cit_c <=> icit_c,0.8594367444515427
B_subtilis,starch_aerobic,CS,Citrate synthase,accoa_c + h2o_c + oaa_c --> cit_c + coa_c + h_c,0.8594367444515427
B_subtilis,starch_aerobic,ICDHyr,Isocitrate dehydrogenase (NADP),icit_c + nadp_c <=> akg_c + co2_c + nadph_c,0.8594367444515427
B_subtilis,starch_aerobic,ACLS,Acetolactate synthase,h_c + 2.0 pyr_c --> alac__S_c + co2_c,0.6522386417376573
B_subtilis,starch_aerobic,NDPK2,Nucleoside-diphosphate kinase (ATP:UDP),atp_c + udp_c <=> adp_c + utp_c,0.595993136192864
B_subtilis,starch_aerobic,NDPK3,Nucleoside-diphosphate kinase (ATP:CDP),atp_c + cdp_c <=> adp_c + ctp_c,0.4585696207839127
B_subtilis,starch_aerobic,PRPPS,Phosphoribosylpyrophosphate synthetase,atp_c + r5p_c <=> amp_c + h_c + prpp_c,0.38722542420144423
B_subtilis,starch_aerobic,APATi,Tetrahydrodipicolinate acetyltransferase,accoa_c + h2o_c + thdp_c --> acamoxm_c + coa_c,0.37578240947998764
B_subtilis,starch_aerobic,APTA1i,Acetyl L L diaminopimelate aminotransferase,acamoxm_c + glu__L_c --> 26dapime_c + akg_c,0.37578240947998764
B_subtilis,starch_aerobic,ADPDA,N6 acetyl LL 2 6 diaminoheptanedioate amidohydrolase,26dapime_c + h2o_c <=> 26dap_LL_c + ac_c,0.37578240947998764
B_subtilis,starch_aerobic,DHDPS,Dihydrodipicolinate synthase,aspsa_c + pyr_c --> 23dhdp_c + 2.0 h2o_c + h_c,0.37578240947998764
B_subtilis,starch_aerobic,IPPS,2-isopropylmalate synthase,3mob_c + accoa_c + h2o_c --> 3c3hmp_c + coa_c + h_c,0.35593265897010024
B_subtilis,starch_aerobic,KARA2,Ketol-acid reductoisomerase (2-Acetolactate),2ahbut_c + h_c + nadph_c <=> 23dhmp_c + nadp_c,0.3340320344546924
B_subtilis,starch_aerobic,ACHBS,2-aceto-2-hydroxybutanoate synthase,2obut_c + h_c + pyr_c --> 2ahbut_c + co2_c,0.3340320344546924
B_subtilis,starch_aerobic,DDPA,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c,0.30066463992043063
B_subtilis,starch_aerobic,PSCVT,3-phosphoshikimate 1-carboxyvinyltransferase,pep_c + skm5p_c <=> 3psme_c + pi_c,0.30066463992043063
B_subtilis,starch_aerobic,G1PACT,Glucosamine-1-phosphate N-acetyltransferase,accoa_c + gam1p_c <=> acgam1p_c + coa_c + h_c,0.2876801703479419
B_subtilis,starch_aerobic,UAGDP,UDP-N-acetylglucosamine diphosphorylase,acgam1p_c + h_c + utp_c <=> ppi_c + uacgam_c,0.2876801703479419
B_subtilis,starch_aerobic,UMPK,UMP kinase,atp_c + ump_c --> adp_c + udp_c,0.28589236426505144
B_subtilis,starch_aerobic,AICART,Phosphoribosylaminoimidazolecarboxamide formyltransferase,10fthf_c + aicar_c <=> fprica_c + thf_c,0.23217635797627834
B_subtilis,starch_aerobic,NDPK1,Nucleoside-diphosphate kinase (ATP:GDP),atp_c + gdp_c <=> adp_c + gtp_c,0.21626822717670058
B_subtilis,starch_aerobic,ACGK,Acetylglutamate kinase,acglu_c + atp_c --> acg5p_c + adp_c,0.1698248611838559
B_subtilis,starch_aerobic,ARGSL,Argininosuccinate lyase,argsuc_c <=> arg__L_c + fum_c,0.1698248611838559
B_subtilis,starch_aerobic,ARGSS,Argininosuccinate synthase,asp__L_c + atp_c + citr__L_c <=> amp_c + argsuc_c + h_c + ppi_c,0.1698248611838559
B_subtilis,starch_aerobic,ORNTAC_1,Ornithine transacetylase,acorn_c + glu__L_c <=> acglu_c + orn__L_c,0.1698248611838559
B_subtilis,starch_aerobic,OCBT_1,Ornithine carbamoyltransferase,cbp_c + orn__L_c <=> citr__L_c + h_c + pi_c,0.1698248611838559
B_subtilis,starch_aerobic,ADSL1r,Adenylsuccinate lyase,dcamp_c <=> amp_c + fum_c,0.16080928592231286
B_subtilis,starch_aerobic,ADSS,Adenylosuccinate synthase,asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c,0.16080928592231286
B_subtilis,starch_aerobic,ADSL2r,Adenylosuccinate lyase,25aics_c <=> aicar_c + fum_c,0.16026027460551973
B_subtilis,starch_aerobic,GARFT,Phosphoribosylglycinamide formyltransferase,10fthf_c + gar_c --> fgam_c + h_c + thf_c,0.16026027460551973
B_subtilis,starch_aerobic,PRASCSi,Phosphoribosylaminoimidazolesuccinocarboxamide synthase,5aizc_c + asp__L_c + atp_c <=> 25aics_c + adp_c + h_c + pi_c,0.16026027460551973
B_subtilis,starch_aerobic,PRFGS_1,Phosphoribosylformylglycinamidine synthase,atp_c + fgam_c + gln__L_c + h2o_c --> adp_c + fpram_c + glu__L_c + 2.0 h_c + pi_c,0.16026027460551973
B_subtilis,starch_aerobic,PPNDH,Prephenate dehydratase,h_c + pphn_c --> co2_c + h2o_c + phpyr_c,0.15479567638664407
B_subtilis,starch_aerobic,HSST,Homoserine O-succinyltransferase,hom__L_c + succoa_c <=> coa_c + suchms_c,0.14984841575470856
B_subtilis,starch_aerobic,SHSL2,O succinylhomoserine lyase  H2S,h2s_c + suchms_c --> hcys__L_c + succ_c,0.14984841575470856
B_subtilis,starch_aerobic,SUCOAS,Succinyl-CoA synthetase (ADP-forming),atp_c + coa_c + succ_c <=> adp_c + pi_c + succoa_c,0.14984841575470856
B_subtilis,starch_aerobic,G5SADs,L-glutamate 5-semialdehyde dehydratase (spontaneous),glu5sa_c <=> 1pyr5c_c + h2o_c + h_c,0.1413369806927587
B_subtilis,starch_aerobic,P5CR,Pyrroline-5-carboxylate reductase,1pyr5c_c + 2.0 h_c + nadph_c --> nadp_c + pro__L_c,0.1413369806927587
B_subtilis,starch_aerobic,PPTGS_BS,Peptidoglycan subunit synthesis,uaagmda_c --> h_c + peptido_BS_c + udcpdp_c,0.08958122634924001
B_subtilis,starch_aerobic,UAAGDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase",26dap__M_c + atp_c + uamag_c --> adp_c + h_c + pi_c + ugmd_c,0.08958122634924001
B_subtilis,starch_aerobic,UAGPT3,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,uacgam_c + uagmda_c --> h_c + uaagmda_c + udp_c,0.08958122634924001
B_subtilis,starch_aerobic,UAGCVT,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,pep_c + uacgam_c --> pi_c + uaccg_c,0.08958122634924001
B_subtilis,starch_aerobic,UAMAGS,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,atp_c + glu__D_c + uama_c --> adp_c + h_c + pi_c + uamag_c,0.08958122634924001
B_subtilis,starch_aerobic,UAMAS,UDP-N-acetylmuramoyl-L-alanine synthetase,ala__L_c + atp_c + uamr_c --> adp_c + h_c + pi_c + uama_c,0.08958122634924001
B_subtilis,starch_aerobic,UAPGR,UDP-N-acetylenolpyruvoylglucosamine reductase,h_c + nadph_c + uaccg_c --> nadp_c + uamr_c,0.08958122634924001
B_subtilis,starch_aerobic,UGMDDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase",alaala_c + atp_c + ugmd_c --> adp_c + h_c + pi_c + ugmda_c,0.08958122634924001
B_subtilis,starch_aerobic,PAPPT3,"Phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)",udcpp_c + ugmda_c --> uagmda_c + ump_c,0.08958122634924001
B_subtilis,starch_aerobic,UAG4E,UDP N acetylglucosamine 4 epimerase,uacgam_c --> uacgala_c,0.0821405393202024
B_subtilis,starch_aerobic,PRATPP,Phosphoribosyl-ATP pyrophosphatase,h2o_c + prbatp_c --> h_c + ppi_c + prbamp_c,0.07191608337075861
B_subtilis,starch_aerobic,ANS,Anthranilate synthase,chor_c + gln__L_c --> anth_c + glu__L_c + h_c + pyr_c,0.04780621620075533
B_subtilis,starch_aerobic,ACACT2r,Acetyl-CoA C-acyltransferase (butanoyl-CoA) (r),accoa_c + btcoa_c <=> 3ohcoa_c + coa_c,0.024614007369558502
B_subtilis,starch_aerobic,ACACT3r,Acetyl-CoA C-acyltransferase (hexanoyl-CoA) (r),accoa_c + hxcoa_c <=> 3oocoa_c + coa_c,0.024614007369558502
B_subtilis,starch_aerobic,ACACT4r,Acetyl-CoA C-acyltransferase (octanoyl-CoA) (r),accoa_c + occoa_c <=> 3odcoa_c + coa_c,0.024614007369558502
B_subtilis,starch_aerobic,ACACT5r_1,Acetyl CoA C acyltransferase  decanoyl CoA,accoa_c + dccoa_c <=> 3oddcoa_c + coa_c,0.024614007369558502
B_subtilis,starch_aerobic,ACACT6r_1,Acetyl CoA C acyltransferase  dodecanoyl CoA,accoa_c + ddcoa_c <=> 3otdcoa_c + coa_c,0.024614007369558502
B_subtilis,starch_aerobic,ACACT1r,Acetyl-CoA C-acetyltransferase,2.0 accoa_c <=> aacoa_c + coa_c,0.024614007369558502
B_subtilis,starch_aerobic,HACD1_1,3 hydroxyacyl CoA dehydrogenase  acetoacetyl CoA,aacoa_c + h_c + nadh_c <=> 3hbycoa_c + nad_c,0.024614007369558502
B_subtilis,starch_aerobic,NDPK8,Nucleoside-diphosphate kinase (ATP:dADP),atp_c + dadp_c <=> adp_c + datp_c,0.020220157183557106
B_subtilis,starch_aerobic,DTMPK,DTMP kinase,atp_c + dtmp_c <=> adp_c + dtdp_c,0.020147131639816993
B_subtilis,starch_aerobic,NDPK4,Nucleoside-diphosphate kinase (ATP:dTDP),atp_c + dtdp_c <=> adp_c + dttp_c,0.020147131639816993
B_subtilis,starch_aerobic,ACACT7r,Acetyl-CoA C-acyltransferase (tetradecanoyl-CoA) (r),accoa_c + tdcoa_c <=> 3ohdcoa_c + coa_c,0.01893385182273731
B_subtilis,starch_aerobic,NDPK5,Nucleoside-diphosphate kinase (ATP:dGDP),atp_c + dgdp_c <=> adp_c + dgtp_c,0.015307209758921178
B_subtilis,starch_aerobic,NDPK7,Nucleoside-diphosphate kinase (ATP:dCDP),atp_c + dcdp_c <=> adp_c + dctp_c,0.015291372894013684
B_subtilis,starch_aerobic,ACLDC,Acetolactate decarboxylase,alac__S_c + h_c --> actn__R_c + co2_c,0.015073176088621545
B_subtilis,starch_aerobic,ACTD2,Acetoin dehydrogenase,actn__R_c + coa_c + nad_c --> acald_c + accoa_c + h_c + nadh_c,0.015073176088621545
B_subtilis,starch_aerobic,EX_for_e,Formate exchange,for_e --> ,0.006957662649397022
B_subtilis,starch_aerobic,UAG2E,UDP-N-acetylglucosamine 2-epimerase,uacgam_c <=> uacmam_c,0.006853843201632141
B_subtilis,starch_aerobic,FTHFD,Formyltetrahydrofolate deformylase,10fthf_c + h2o_c --> for_c + h_c + thf_c,0.006634766570449785
B_subtilis,starch_aerobic,KAS13,B-ketoacyl synthetase (octadecanoate),accoa_c + 23.0 h_c + 8.0 malcoa_c + 16.0 nadph_c --> 8.0 co2_c + 9.0 coa_c + 7.0 h2o_c + 16.0 nadp_c + ocdca_c,0.0056801555468211935
B_subtilis,starch_aerobic,TECA1S45,Glycerol teichoic acid  n45   unlinked  unsubstituted,45.0 cdpglyc_c + uacgam_c + uacmam_c --> 45.0 cmp_c + gtca1_45_BS_c + 46.0 h_c + udp_c + ump_c,0.0031884888013754657
B_subtilis,starch_aerobic,TECA4S_BS,Minor teichoic acid synthesis  n30,30.0 h2o_c + 30.0 uacgala_c + 30.0 udpg_c --> 60.0 h_c + tcam_BS_c + 30.0 udp_c + 30.0 ump_c,0.00273801797734008
B_subtilis,starch_aerobic,TECA2S45,Glycerol teichoic acid  n45   unlinked  D ala substituted,45.0 ala__D_c + 45.0 atp_c + 45.0 cdpglyc_c + 45.0 h2o_c + uacgam_c + uacmam_c --> 45.0 amp_c + 45.0 cmp_c + gtca2_45_BS_c + 91.0 h_c + 45.0 ppi_c + udp_c + ump_c,0.0020649512187715835
B_subtilis,starch_aerobic,DXPS,1-deoxy-D-xylulose 5-phosphate synthase,g3p_c + h_c + pyr_c --> co2_c + dxyl5p_c,0.0016382356920974332
B_subtilis,starch_aerobic,TECA3S45,Glycerol teichoic acid  n45   unlinked  glucose substituted,45.0 cdpglyc_c + h2o_c + uacgam_c + uacmam_c + 45.0 udpg_c --> 45.0 cmp_c + gtca3_45_BS_c + 91.0 h_c + 46.0 udp_c + ump_c,0.0016004031814850917
B_subtilis,starch_aerobic,EX_glyclt_e,Glycolate exchange,glyclt_e --> ,0.00032289607894723724
B_subtilis,starch_aerobic,ADCL,4-aminobenzoate synthase,4adcho_c --> 4abz_c + h_c + pyr_c,0.00032289607894723724
B_subtilis,starch_aerobic,GCALDD,Glycolaldehyde dehydrogenase,gcald_c + h2o_c + nad_c --> glyclt_c + 2.0 h_c + nadh_c,0.00032289607894723724
B_subtilis,starch_aerobic,HPPK,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,2ahhmp_c + atp_c --> 2ahhmd_c + amp_c + h_c,0.00032289607894723724
B_subtilis,starch_aerobic,2S6HCCi,2 succinyl 6 hydroxy 2 4 cyclohexadiene 1 carboxylate synthase,akg_c + h_c + ichor_c --> 2shchc_c + co2_c + pyr_c,0.00023403367029963332
B_subtilis,starch_aerobic,PYNP1,Pyrimidine-nucleoside phosphorylase (cytosine),csn_c + r1p_c <=> cytd_c + pi_c,0.00023403367029963332
B_subtilis,starch_aerobic,SUCBZL,O-succinylbenzoate-CoA ligase,atp_c + coa_c + sucbz_c --> amp_c + ppi_c + sbzcoa_c,0.00023403367029963332
B_subtilis,starch_aerobic,SUCBZS,O-succinylbenzoate-CoA synthase,2shchc_c --> h2o_c + sucbz_c,0.00023403367029963332
B_subtilis,starch_aerobic,LIPO2S24_BS,Lipoteichoic acid synthesis  n24   linked  N acetylglucosamine substituted,2400.0 cdpglyc_c + d12dg_BS_c + 2400.0 uacgam_c --> 2400.0 cmp_c + 4800.0 h_c + lipo2_24_BS_c + 2400.0 udp_c,5.278954969164679e-06
B_subtilis,starch_aerobic,GLYCLTt2r,"Glycolate transport via proton symport, reversible",glyclt_e + h_e <=> glyclt_c + h_c,-0.00032289607894723724
B_subtilis,starch_aerobic,FORt2,Formate transport in via proton symport,for_e + h_e <=> for_c + h_c,-0.006957662649397022
B_subtilis,starch_aerobic,PHETA1,Phenylalanine transaminase,akg_c + phe__L_c <=> glu__L_c + phpyr_c,-0.15479567638664407
B_subtilis,starch_aerobic,ACOTA,Acetylornithine transaminase,acorn_c + akg_c <=> acg5sa_c + glu__L_c,-0.1698248611838559
B_subtilis,starch_aerobic,AGPR,N-acetyl-g-glutamyl-phosphate reductase,acg5sa_c + nadp_c + pi_c <=> acg5p_c + h_c + nadph_c,-0.1698248611838559
B_subtilis,starch_aerobic,PGMT,Phosphoglucomutase,g1p_c <=> g6p_c,-0.22137737576106176
B_subtilis,starch_aerobic,ALATA_L,L-alanine transaminase,akg_c + ala__L_c <=> glu__L_c + pyr_c,-0.6345022328670921
B_subtilis,starch_aerobic,EX_starch_e,Starch exchange,starch_e <=> ,-9.999999999999838
B_subtilis,starch_aerobic,L_LACt2r,L lactate reversible transport via proton symport,h_e + lac__L_e <=> h_c + lac__L_c,-11.194400891260749
B_subtilis,starch_aerobic,LDH_L,L-lactate dehydrogenase,lac__L_c + nad_c <=> h_c + nadh_c + pyr_c,-11.194400891260749
B_subtilis,starch_aerobic,ACKr,Acetate kinase,ac_c + atp_c <=> actp_c + adp_c,-16.07151388974076
B_subtilis,starch_aerobic,ACt2r,Acetate reversible transport via proton symport,ac_e + h_e <=> ac_c + h_c,-16.44729629922075
